"image_index","snr","ssim"
1,2.45338289279949,0.998584129038575
2,1.97862333288562,0.998306788417345
3,1.05223656709027,0.998369317790658
4,0.235249337927024,0.99590619579082
5,0.98346605717514,0.997578819738677
6,-0.253053059862638,0.993889401711765
7,0.503447592839856,0.997098177470001
8,0.124598809252096,0.996231820717847
9,0.156057284850967,0.996141144193461
10,-0.436676141856198,0.995006304084871
11,1.30692117438626,0.99810720245791
12,-0.0749370704488176,0.994932722614434
13,-0.0228984698295072,0.996987858378193
14,3.4351516496514,0.999473095788231
15,-0.389030315475863,0.99116082044631
16,0.443580582298077,0.996322454492913
17,1.76656744125599,0.998590317989354
18,-0.14881723664525,0.997272280194277
19,1.88097292149062,0.998552515692296
20,2.13751834711319,0.999149120327578
21,2.68801395043346,0.999664090182089
22,2.34818106189786,0.998744184738503
23,0.0189434420789225,0.996262153453286
24,1.94041556554032,0.998725502862018
25,1.30140762598683,0.998948161023783
26,2.46360180497171,0.999626826785122
27,-0.50064614290621,0.997015410633702
28,0.587330016977949,0.997912359832255
29,-0.0358042893915794,0.995215454528993
30,0.213722170303572,0.996942730162419
31,0.307257356098594,0.998442465578962
32,2.81802309647591,0.999411852155795
33,1.15944147214873,0.999335840236522
34,3.16839948213335,0.999481219333113
35,1.74190715434116,0.998918251022094
36,1.97232373415581,0.999324129357646
37,1.64928667398084,0.99936804258812
38,1.42533596982932,0.998489441760859
39,1.76100376736193,0.998670622485878
40,2.02106806718066,0.999075724308367
41,0.37636266594605,0.998402646206009
42,1.38392696288758,0.99917592911971
43,3.05234569153925,0.999234477464996
44,0.856431674550162,0.999070016333456
45,1.84887819854041,0.998832790976952
46,1.85940615836323,0.999087223811747
47,1.36563107980984,0.998968190232343
48,2.16895593375976,0.999062215630836
49,0.835111340304803,0.998662781649665
50,2.22841745669657,0.999017196808239
51,-0.135416148055579,0.998258565590859
52,1.17611006439136,0.999069750936089
53,1.83276716804709,0.998798407867522
54,2.16327642501942,0.999185764428506
55,1.87604921024637,0.999068874364775
56,1.437007973591,0.998409970300727
57,1.23457318661936,0.99917964443923
58,1.87658708814118,0.998917941745395
59,1.37202549329034,0.998966108705109
60,2.53588781248823,0.999341848588593
